SMILES,C_log_index,DFT C NMR,ML C NMR,exp_result,DFT H NMR,H_log_index,ML H NMR,name,regio,predicted_y
c1(c(ccc(c1)CCNC(=O)C(F)(F)F)OC)N,3,106.9124,109.67,0,6.3015,19,6.59,comp579,15.5624,0
c1(c(ccc(c1)CCNC(=O)C(F)(F)F)OC)N,4,118.0197,117.44,1,6.1895,20,6.87,comp579,0.968,1
c1(c(ccc(c1)CCNC(=O)C(F)(F)F)OC)N,6,111.0701,115.49,0,6.3377,21,7.03,comp579,0.0,1
c1cnc2c(n1)cc(cc2)N,1,143.7074,143.8,0,8.287,12,8.25,comp548,42.3872,0
c1cnc2c(n1)cc(cc2)N,2,139.4385,142.08,0,8.192,13,8.26,comp548,18.7835,0
c1cnc2c(n1)cc(cc2)N,7,108.1574,111.36,1,6.9934,14,8.16,comp548,0.0,1
c1cnc2c(n1)cc(cc2)N,9,118.9363,116.0,0,6.9226,15,7.41,comp548,13.1094,0
c1cnc2c(n1)cc(cc2)N,10,132.2143,129.8,0,7.7379999999999995,16,8.09,comp548,31.3399,0
c1cc(ccc1N)C(=O)C,1,109.8637,113.66,1,6.2972,11,6.98,comp543,0.2957,1
c1cc(ccc1N)C(=O)C,2,130.7149,130.48,0,7.4385,12,7.87,comp543,28.1976,0
c1cc(ccc1N)C(=O)C,4,130.558,130.53,0,7.9627,13,7.6,comp543,31.061,0
c1cc(ccc1N)C(=O)C,5,112.1455,113.76,1,6.4268,14,7.03,comp543,0.0,1
c1cccc(c1)C(=O)c1ccccc1N,1,125.5675,128.18,0,7.1502,16,7.41,comp552,20.6848,0
c1cccc(c1)C(=O)c1ccccc1N,2,130.4624,132.61,0,7.3224,17,7.49,comp552,22.4983,0
c1cccc(c1)C(=O)c1ccccc1N,3,128.0876,128.18,0,7.3324,18,7.41,comp552,20.8217,0
c1cccc(c1)C(=O)c1ccccc1N,4,130.428,129.73,0,7.8758,19,7.63,comp552,22.275,0
c1cccc(c1)C(=O)c1ccccc1N,6,130.2741,129.73,0,7.3604,20,7.63,comp552,22.4759,0
c1cccc(c1)C(=O)c1ccccc1N,10,135.0149,131.92,0,7.3539,21,7.38,comp552,25.3246,0
c1cccc(c1)C(=O)c1ccccc1N,11,112.7315,115.32,1,6.3269,22,6.87,comp552,1.456,1
c1cccc(c1)C(=O)c1ccccc1N,12,133.3375,132.69,0,7.0311,23,7.36,comp552,25.5543,0
c1cccc(c1)C(=O)c1ccccc1N,13,114.3387,115.62,0,6.3991,24,7.17,comp552,0.0,1
c1cccc(c1N)OC,1,112.1689,115.25,0,6.4768,10,6.94,comp541,0.0,1
c1cccc(c1N)OC,2,120.0594,121.39,0,6.5916,11,6.81,comp541,15.2431,0
c1cccc(c1N)OC,3,116.1306,118.58,1,6.4595,12,6.73,comp541,0.4417,1
c1cccc(c1N)OC,4,106.64,109.98,0,6.3817,13,6.66,comp541,15.3766,0
c1cc(ccc1N)OC,1,114.6029,115.51,1,6.4122,10,6.73,comp539,0.993,1
c1cc(ccc1N)OC,2,118.1212,114.62,0,6.6585,11,6.82,comp539,17.7209,0
c1cc(ccc1N)OC,4,107.2848,111.98,0,6.2901,12,6.54,comp539,16.6686,0
c1cc(ccc1N)OC,5,112.1366,115.61,1,6.35,13,6.77,comp539,0.0,1
c1cc(ccc1N)C1CCN(CC1)OC,1,113.1663,114.9,1,6.394,16,6.8,comp558,1.2437,1
c1cc(ccc1N)C1CCN(CC1)OC,2,126.5308,127.64,0,6.8667,17,7.01,comp558,26.165,0
c1cc(ccc1N)C1CCN(CC1)OC,4,128.9136,127.93,0,6.779,18,7.07,comp558,26.165,0
c1cc(ccc1N)C1CCN(CC1)OC,5,111.8877,114.66,1,6.3028,19,6.77,comp558,0.0,1
c1cc(ccc1N)C#N,1,111.765,113.95,1,6.3663,10,7.05,comp536,0.0001,1
c1cc(ccc1N)C#N,2,134.0534,134.28,0,7.2025,11,7.66,comp536,30.1579,0
c1cc(ccc1N)C#N,4,134.0535,134.28,0,7.2025,12,7.66,comp536,30.158,0
c1cc(ccc1N)C#N,5,111.7655,113.95,1,6.3663,13,7.05,comp536,0.0,1
c1ccccc1O,1,111.3321,115.69,1,6.3154,8,6.61,comp505,0.7651,1
c1ccccc1O,2,128.2177,129.91,0,6.9796,9,7.16,comp505,10.6265,0
c1ccccc1O,3,118.6664,120.99,1,6.6679,10,6.75,comp505,0.0,1
c1ccccc1O,4,129.4493,129.97,0,7.0874,11,7.2,comp505,10.5978,0
c1ccccc1O,5,114.3814,115.58,1,6.805,12,6.83,comp505,0.7654,1
c1(ccc2c(c1)cccc2N)F,2,113.7882,111.76,0,7.0065,13,6.95,comp544,16.6525,0
c1(ccc2c(c1)cccc2N)F,3,122.3247,123.85,0,7.5693,14,8.09,comp544,30.6736,0
c1(ccc2c(c1)cccc2N)F,6,111.3303,110.51,0,7.1569,15,7.29,comp544,17.7565,0
c1(ccc2c(c1)cccc2N)F,7,117.2394,117.7,1,7.0298,16,7.14,comp544,0.6776,1
c1(ccc2c(c1)cccc2N)F,8,127.1661,127.33,0,7.0984,17,7.23,comp544,30.982,0
c1(ccc2c(c1)cccc2N)F,9,106.9085,113.21,0,6.4662,18,6.97,comp544,0.0,1
c1cccc(c1N)C,1,112.0241,115.9,0,6.4164,9,7.08,comp534,0.0,1
c1cccc(c1N)C,2,126.583,126.93,0,6.8441,10,7.07,comp534,20.4799,0
c1cccc(c1N)C,3,117.0126,118.72,1,6.496,11,6.75,comp534,0.4785,1
c1cccc(c1N)C,4,129.3323,130.74,0,6.8476,12,6.97,comp534,20.9894,0
c1(cccc(c1)SC(F)(F)C(F)(F)C(F)(F)F)N,2,115.2442,114.74,1,6.5656,19,7.14,comp571,2.6055,1
c1(cccc(c1)SC(F)(F)C(F)(F)C(F)(F)F)N,3,129.2108,129.72,0,6.9914,20,7.23,comp571,25.2363,0
c1(cccc(c1)SC(F)(F)C(F)(F)C(F)(F)F)N,4,127.4385,119.67,1,6.8417,21,7.24,comp571,4.3433,1
c1(cccc(c1)SC(F)(F)C(F)(F)C(F)(F)F)N,6,122.6842,115.81,1,6.8006,22,7.53,comp571,0.0,1
c1c(cc(cc1N)C)C,1,110.1502,112.73,0,6.1147,10,6.44,comp535,0.4952,0
c1c(cc(cc1N)C)C,3,118.0586,119.56,1,6.2589999999999995,11,6.19,comp535,0.7273,1
c1c(cc(cc1N)C)C,5,110.1503,112.73,0,6.1147,12,6.44,comp535,0.0,0
c1ccc2c(c1)cc(cc2)N,1,125.8611,126.62,0,7.1531,12,7.37,comp538,29.5615,0
c1ccc2c(c1)cc(cc2)N,2,121.0705,124.37,0,6.9887,13,7.31,comp538,19.0104,0
c1ccc2c(c1)cc(cc2)N,3,127.45100000000001,127.85,0,7.4446,14,7.59,comp538,26.3796,0
c1ccc2c(c1)cc(cc2)N,6,124.87100000000001,125.95,0,7.3675,15,7.72,comp538,18.8044,0
c1ccc2c(c1)cc(cc2)N,7,106.2929,109.26,1,6.7318,16,7.64,comp538,0.0,1
c1ccc2c(c1)cc(cc2)N,9,115.6605,113.81,0,6.7005,17,6.9,comp538,16.8612,0
c1ccc2c(c1)cc(cc2)N,10,129.2161,128.83,0,7.443,18,7.59,comp538,28.2782,0
c1cc(cc(c1N)C)SCCO,1,111.1269,116.42,1,6.2453,13,6.81,comp553,0.0,1
c1cc(cc(c1N)C)SCCO,2,128.9849,130.46,0,6.9055,14,7.32,comp553,24.3195,0
c1cc(cc(c1N)C)SCCO,4,131.7492,132.74,0,7.4418,15,7.34,comp553,23.7072,0
c1cn(c(n1)c1ccccn1)c1ccc(cc1)OC,1,129.3472,129.41,1,6.914,20,7.13,comp168,0.0,1
c1cn(c(n1)c1ccccn1)c1ccc(cc1)OC,2,123.4444,121.19,1,6.7128,21,7.57,comp168,0.1077,1
c1cn(c(n1)c1ccccn1)c1ccc(cc1)OC,7,122.2485,122.67,0,8.2209,22,8.09,comp168,15.9616,0
c1cn(c(n1)c1ccccn1)c1ccc(cc1)OC,8,134.5385,137.85,0,7.3584,23,7.58,comp168,21.9352,0
c1cn(c(n1)c1ccccn1)c1ccc(cc1)OC,9,120.0918,123.14,0,6.7311,24,7.31,comp168,14.1556,0
c1cn(c(n1)c1ccccn1)c1ccc(cc1)OC,10,146.6964,149.57,0,7.8344,25,7.85,comp168,20.3171,0
c1cn(c(n1)c1ccccn1)c1ccc(cc1)OC,13,126.1632,125.27,0,7.1904,26,7.2,comp168,18.726,0
c1cn(c(n1)c1ccccn1)c1ccc(cc1)OC,14,117.0875,113.23,0,6.9444,27,6.71,comp168,5.2186,0
c1cn(c(n1)c1ccccn1)c1ccc(cc1)OC,16,106.6872,113.23,0,6.3954,28,6.71,comp168,6.3011,0
c1cn(c(n1)c1ccccn1)c1ccc(cc1)OC,17,128.6883,125.27,0,6.8291,29,7.2,comp168,19.2058,0
c1cccc(c1N)C1(OCCO1)C,1,114.5152,114.31,0,6.3862,14,6.8,comp555,0.0,1
c1cccc(c1N)C1(OCCO1)C,2,128.9507,129.15,0,6.9221,15,7.09,comp555,24.4131,0
c1cccc(c1N)C1(OCCO1)C,3,115.9897,115.9,1,6.5031,16,6.72,comp555,0.111,1
c1cccc(c1N)C1(OCCO1)C,4,127.1965,127.32,0,7.218999999999999,17,7.45,comp555,23.7507,0
c1(ccn2c(c1)ncc2)c1ncccn1,2,111.4566,110.77,0,7.9657,16,7.11,comp188,19.2193,0
c1(ccn2c(c1)ncc2)c1ncccn1,3,122.7478,126.93,0,7.7702,17,7.89,comp188,19.557000000000002,0
c1(ccn2c(c1)ncc2)c1ncccn1,6,120.741,120.01,0,8.8718,18,8.7,comp188,20.2231,0
c1(ccn2c(c1)ncc2)c1ncccn1,8,136.3455,132.84,0,7.4585,19,7.18,comp188,16.1381,0
c1(ccn2c(c1)ncc2)c1ncccn1,9,110.381,116.86,1,7.2102,20,7.35,comp188,0.0,1
c1(ccn2c(c1)ncc2)c1ncccn1,12,156.1809,156.41,0,8.4726,21,8.26,comp188,36.9263,0
c1(ccn2c(c1)ncc2)c1ncccn1,13,117.2831,119.31,0,6.7194,22,7.13,comp188,25.8574,0
c1(ccn2c(c1)ncc2)c1ncccn1,14,155.8859,155.98,0,8.4282,23,8.31,comp188,37.4179,0
c1cccc(c1)C,1,127.6429,128.35,0,7.0884,8,7.23,comp504,2.0721,0
c1cccc(c1)C,2,124.4968,126.09,1,6.9594,9,7.11,comp504,0.0,1
c1cccc(c1)C,3,127.6422,128.35,0,7.0884,10,7.23,comp504,2.2016,0
c1cccc(c1)C,4,128.0738,129.2,0,7.0641,11,7.23,comp504,0.8079,0
c1cccc(c1)C,6,128.0739,129.2,0,7.0641,12,7.23,comp504,0.8082,0
c1c(cccc1C(F)(F)F)N,1,109.5731,109.82,1,6.6957,12,7.35,comp518,0.0,1
c1c(cccc1C(F)(F)F)N,3,115.07700000000001,116.88,0,6.5306,13,7.1,comp518,1.0048,0
c1c(cccc1C(F)(F)F)N,4,129.0197,129.7,0,6.9879,14,7.3,comp518,25.4288,0
c1c(cccc1C(F)(F)F)N,5,113.8601,112.58,1,6.811,15,7.08,comp518,1.9922,1
c1(ccccc1C(F)(F)F)N,2,113.6922,115.56,0,6.421,12,7.46,comp519,0.0,1
c1(ccccc1C(F)(F)F)N,3,132.2095,132.86,0,7.0421,13,7.33,comp519,26.2362,0
c1(ccccc1C(F)(F)F)N,4,115.1057,117.02,1,6.4862,14,6.92,comp519,0.4256,1
c1(ccccc1C(F)(F)F)N,5,126.3641,127.98,0,7.2674,15,7.35,comp519,24.8857,0
c1cn(c(n1)C)c1cc(=O)n(nc1)C,1,130.8282,128.87,1,6.8135,15,7.13,comp169,2.5999,1
c1cn(c(n1)C)c1cc(=O)n(nc1)C,2,115.1539,120.19,1,6.6956,16,7.56,comp169,0.0,1
c1cn(c(n1)C)c1cc(=O)n(nc1)C,8,116.7801,120.97,0,6.2788,20,6.55,comp169,8.5387,0
c1cn(c(n1)C)c1cc(=O)n(nc1)C,13,127.5394,134.47,0,7.2729,21,7.86,comp169,9.133,0
c1(cc2c(cc1O)cccc2)O,2,110.1799,110.18,1,7.0898,13,7.37,comp512,0.0,1
c1(cc2c(cc1O)cccc2)O,5,105.8897,110.44,1,6.6303,14,6.91,comp512,0.0,1
c1(cc2c(cc1O)cccc2)O,8,124.9284,125.93,0,7.3154,16,7.58,comp512,4.1172,0
c1(cc2c(cc1O)cccc2)O,9,122.9919,124.26,0,7.06,17,7.31,comp512,6.1673,0
c1(cc2c(cc1O)cccc2)O,10,123.5415,125.26,0,7.0982,18,7.33,comp512,6.4796,0
c1(cc2c(cc1O)cccc2)O,11,126.0844,126.16,0,7.4389,19,7.64,comp512,4.1172,0
c1(ccn2c(c1)ncc2)c1ccsc1,2,110.8689,111.83,0,6.84,15,6.98,comp189,18.7948,0
c1(ccn2c(c1)ncc2)c1ccsc1,3,123.7475,125.93,0,7.7513,16,7.96,comp189,19.8338,0
c1(ccn2c(c1)ncc2)c1ccsc1,6,115.387,114.03,0,7.5837,17,7.81,comp189,18.4871,0
c1(ccn2c(c1)ncc2)c1ccsc1,8,135.6521,131.86,0,7.3727,18,7.16,comp189,16.1657,0
c1(ccn2c(c1)ncc2)c1ccsc1,9,109.2778,114.97,1,7.1643,19,7.37,comp189,0.0,1
c1(ccn2c(c1)ncc2)c1ccsc1,11,124.9381,126.73,0,7.3035,20,6.66,comp189,20.105,0
c1(ccn2c(c1)ncc2)c1ccsc1,12,128.1021,126.61,0,6.9999,21,7.2,comp189,16.3733,0
c1(ccn2c(c1)ncc2)c1ccsc1,14,121.7961,123.84,0,7.0248,22,7.02,comp189,18.2705,0
c1cccc(c1)F,1,128.9621,130.38,0,7.1447,8,7.31,comp495,2.8909,0
c1cccc(c1)F,2,122.414,124.94,1,6.9165,9,7.08,comp495,0.0,1
c1cccc(c1)F,3,128.9899,130.38,0,7.1457,10,7.31,comp495,2.8908,0
c1cccc(c1)F,4,114.9159,115.84,0,6.8965,11,7.03,comp495,0.7315,0
c1cccc(c1)F,6,114.8315,115.84,0,6.8946,12,7.03,comp495,0.7315,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)N)c1,2,157.3486,157.3,0,7.8834,22,7.96,comp94,42.7117,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)N)c1,3,103.5179,109.61,1,6.6299,23,7.07,comp94,0.0,1
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)N)c1,12,127.16,127.86,0,7.3558,27,7.4,comp94,23.7191,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)N)c1,13,128.5652,128.58,0,7.351,28,7.47,comp94,21.4852,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)N)c1,14,128.0413,128.23,0,7.2584,29,7.53,comp94,22.9643,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)N)c1,15,128.2395,128.33,0,7.3157,30,7.49,comp94,21.1357,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)N)c1,16,131.159,127.98,0,7.6926,31,7.15,comp94,23.719,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)N)c1,21,115.6413,107.19,0,7.2768,34,7.37,comp94,9.1652,0
c1nc(c(nc1)N)C(=O)OC,1,131.0306,129.75,1,7.5794,12,7.9,comp193,0.0,1
c1nc(c(nc1)N)C(=O)OC,6,146.1033,146.17,0,7.7727,13,8.21,comp193,34.866,0
c1nc(c(=O)[nH]c1)C,1,120.7387,131.01,1,6.8154,9,7.87,comp197,0.0,1
c1nc(c(=O)[nH]c1)C,7,120.7259,127.07,0,6.4394,11,7.68,comp197,26.3828,0
c1(cc(c2n(c1)ccn2)C(F)(F)F)c1ccc(nc1)OC,2,121.3239,128.97,0,7.3514,22,7.66,comp179,25.6938,0
c1(cc(c2n(c1)ccn2)C(F)(F)F)c1ccc(nc1)OC,6,123.0626,124.28,0,7.9397,23,8.09,comp179,26.0349,0
c1(cc(c2n(c1)ccn2)C(F)(F)F)c1ccc(nc1)OC,7,110.8311,115.0,1,7.2898,24,7.58,comp179,0.0,1
c1(cc(c2n(c1)ccn2)C(F)(F)F)c1ccc(nc1)OC,8,136.0299,133.17,0,7.4625,25,7.31,comp179,16.349,0
c1(cc(c2n(c1)ccn2)C(F)(F)F)c1ccc(nc1)OC,15,136.5073,135.86,0,7.5014,26,7.38,comp179,35.0979,0
c1(cc(c2n(c1)ccn2)C(F)(F)F)c1ccc(nc1)OC,16,111.0554,111.17,0,6.6994,27,6.86,comp179,13.7634,0
c1(cc(c2n(c1)ccn2)C(F)(F)F)c1ccc(nc1)OC,19,144.5923,144.87,0,8.0255,28,7.93,comp179,30.5031,0
c1cccc(c1)C=O,1,127.72200000000001,128.74,1,7.3259,9,7.48,comp494,0.1339,1
c1cccc(c1)C=O,2,133.3737,135.17,0,7.3797,10,7.52,comp494,4.7079,0
c1cccc(c1)C=O,3,128.1084,128.78,1,7.2992,11,7.42,comp494,0.0,1
c1cccc(c1)C=O,4,126.8348,131.56,0,8.0334,12,7.64,comp494,4.6848,0
c1cccc(c1)C=O,6,132.7805,128.83,0,7.4541,13,7.98,comp494,4.6849,0
c1cccc(c1F)C(Cl)(Cl)Cl,1,116.7188,118.2,0,6.9639,12,7.18,comp496,0.1543,0
c1cccc(c1F)C(Cl)(Cl)Cl,2,131.6417,132.58,0,7.2147,13,7.38,comp496,5.9354,0
c1cccc(c1F)C(Cl)(Cl)Cl,3,121.6148,124.92,1,6.922999999999999,14,7.17,comp496,0.0,1
c1cccc(c1F)C(Cl)(Cl)Cl,4,126.0467,130.17,0,7.7171,15,7.65,comp496,4.8559,0
c1[nH]c(=O)c2n(c1c1ccc(cc1)OC)ccn2,1,112.8895,117.13,0,6.0263,19,7.33,comp181,16.072,0
c1[nH]c(=O)c2n(c1c1ccc(cc1)OC)ccn2,9,129.3422,127.56,0,7.4169,21,7.31,comp181,13.2814,0
c1[nH]c(=O)c2n(c1c1ccc(cc1)OC)ccn2,10,107.4626,111.49,0,6.632000000000001,22,6.76,comp181,3.9888,0
c1[nH]c(=O)c2n(c1c1ccc(cc1)OC)ccn2,12,118.3512,114.07,0,6.9294,23,7.02,comp181,4.9178,0
c1[nH]c(=O)c2n(c1c1ccc(cc1)OC)ccn2,13,129.3192,127.2,0,7.114,24,7.15,comp181,14.1827,0
c1[nH]c(=O)c2n(c1c1ccc(cc1)OC)ccn2,16,113.0782,117.18,1,7.0082,28,7.33,comp181,0.0,1
c1[nH]c(=O)c2n(c1c1ccc(cc1)OC)ccn2,17,131.9761,132.88,0,7.1693,29,7.22,comp181,6.1673,0
c1(cccc(c1)C(F)F)N(=O)=O,2,124.7036,124.88,0,8.1874,13,8.25,comp499,9.0494,0
c1(cccc(c1)C(F)F)N(=O)=O,3,128.2228,129.41,1,7.3195,14,7.56,comp499,0.0,1
c1(cccc(c1)C(F)F)N(=O)=O,4,130.3873,128.95,0,7.6218,15,7.58,comp499,30.0,0
c1(cccc(c1)C(F)F)N(=O)=O,6,120.9859,118.26,0,8.2879,16,8.22,comp499,10.9424,0
c1cc(ccc1N)CCCCN1C(=O)CCC1=O,1,113.1871,114.46,1,6.3446,19,6.8,comp572,2.1773,1
c1cc(ccc1N)CCCCN1C(=O)CCC1=O,2,127.9371,128.88,0,6.6781,20,7.12,comp572,25.9955,0
c1cc(ccc1N)CCCCN1C(=O)CCC1=O,4,130.4502,129.03,0,6.6716,21,7.1,comp572,26.0459,0
c1cc(ccc1N)CCCCN1C(=O)CCC1=O,5,112.335,114.37,1,6.331,22,6.75,comp572,0.0,1
c1cccc(c1Cl)C(Cl)(Cl)Cl,1,132.1187,130.44,0,7.2726,12,7.32,comp497,1.13,0
c1cccc(c1Cl)C(Cl)(Cl)Cl,2,130.0043,131.52,0,7.1356,13,7.33,comp497,3.35,0
c1cccc(c1Cl)C(Cl)(Cl)Cl,3,124.5715,128.82,1,7.0397,14,7.24,comp497,0.0,1
c1cccc(c1Cl)C(Cl)(Cl)Cl,4,126.9941,130.84,0,7.9235,15,7.81,comp497,4.1564,0
c1c(ccc(c1)N(=O)=O)F,1,114.8955,115.69,1,6.8787,11,7.15,comp493,0.0,1
c1c(ccc(c1)N(=O)=O)F,3,114.8955,115.69,1,6.8787,12,7.15,comp493,0.01,1
c1c(ccc(c1)N(=O)=O)F,4,126.2504,126.59,0,8.1311,13,8.14,comp493,10.0291,0
c1c(ccc(c1)N(=O)=O)F,6,126.2504,126.59,0,8.1311,14,8.14,comp493,10.0197,0
c1cc(cc(c1)NC(=O)C(=O)OCC)OC,1,128.3083,129.95,0,6.9657,17,7.28,comp529,15.4885,0
c1cc(cc(c1)NC(=O)C(=O)OCC)OC,2,113.1947,109.23,1,6.6039,18,6.73,comp529,0.0,1
c1cc(cc(c1)NC(=O)C(=O)OCC)OC,4,99.2041,103.19,0,8.1633,19,7.56,comp529,3.1988,0
c1cc(cc(c1)NC(=O)C(=O)OCC)OC,6,106.9902,111.71,1,6.1693,20,7.5,comp529,0.9778,1
c1(ccc2c(c1)OCO2)CCl,2,121.6227,121.67,1,6.5543,12,6.7,comp501,0.713,1
c1(ccc2c(c1)OCO2)CCl,3,106.9927,109.33,0,6.4864,13,6.72,comp501,0.0,1
c1(ccc2c(c1)OCO2)CCl,6,109.54799999999999,108.39,0,6.7023,14,6.88,comp501,1.8245,0
c1c(ccc(c1)N(=O)=O)C=O,1,127.1786,130.2,1,8.0509,12,8.03,comp492,0.0,1
c1c(ccc(c1)N(=O)=O)C=O,3,132.2721,130.2,1,7.5026,13,8.03,comp492,0.0001,1
c1c(ccc(c1)N(=O)=O)C=O,4,123.9335,122.0,1,8.2663,14,8.16,comp492,1.8457,1
c1c(ccc(c1)N(=O)=O)C=O,6,124.0838,122.0,1,8.2251,15,8.16,comp492,1.8454,1
c1c(ccc(c1)N(=O)=O)N,1,110.264,113.24,1,6.2845,11,7.27,comp490,0.0,1
c1c(ccc(c1)N(=O)=O)N,3,110.2649,113.24,1,6.2845,12,7.27,comp490,0.0013,1
c1c(ccc(c1)N(=O)=O)N,4,126.3533,124.58,0,7.9422,13,8.15,comp490,34.1005,0
c1c(ccc(c1)N(=O)=O)N,6,126.3536,124.58,0,7.9423,14,8.15,comp490,34.4236,0
n1ccc2c(c1)oc(c2)C,2,142.2252,144.33,0,8.1338,11,8.1,comp480,18.5764,0
n1ccc2c(c1)oc(c2)C,3,112.932,113.97,0,7.04,12,7.31,comp480,12.3922,0
n1ccc2c(c1)oc(c2)C,6,132.4657,132.71,0,8.4814,13,8.32,comp480,18.8772,0
n1ccc2c(c1)oc(c2)C,9,102.2389,102.54,1,6.1179,14,6.57,comp480,0.0,1
c1(=O)[nH]c(=O)c(n[nH]1)c1ccco1,10,117.4451,114.58,0,7.5047,16,7.35,comp486,2.1106,0
c1(=O)[nH]c(=O)c(n[nH]1)c1ccco1,11,111.9594,112.24,0,6.2533,17,6.42,comp486,2.1446,0
c1(=O)[nH]c(=O)c(n[nH]1)c1ccco1,12,143.1292,144.9,1,7.1991,18,7.49,comp486,0.0,1
c1cc2c(s1)cco2,1,126.6884,125.1,1,6.7818,9,6.79,comp471,2.7366,1
c1cc2c(s1)cco2,2,109.7293,112.34,0,6.785,10,6.46,comp471,9.4305,0
c1cc2c(s1)cco2,6,105.6866,104.85,0,6.4323,11,6.4,comp471,1.771,0
c1cc2c(s1)cco2,7,143.2187,147.16,1,7.2248,12,7.4,comp471,0.0,1
c1ncc(nc1N)c1cccnc1,1,128.2556,127.59,0,7.6178,14,8.3,comp202,0.0,1
c1ncc(nc1N)c1cccnc1,3,130.8271,131.02,1,8.049,15,8.23,comp202,0.9228,1
c1ncc(nc1N)c1cccnc1,9,131.4167,134.97,0,7.7373,18,8.05,comp202,35.5727,0
c1ncc(nc1N)c1cccnc1,10,121.0239,123.32,0,6.9975,19,7.32,comp202,22.893,0
c1ncc(nc1N)c1cccnc1,11,150.0489,149.66,0,8.4352,20,8.31,comp202,32.4631,0
c1ncc(nc1N)c1cccnc1,13,150.4499,149.15,0,9.1793,21,8.52,comp202,33.4058,0
n1c(cc(cc1)Oc1c(nccc1)C)N,3,92.5353,97.12,0,5.9678,16,6.84,comp221,0.0,0
n1c(cc(cc1)Oc1c(nccc1)C)N,5,98.0963,106.63,1,5.2269,17,6.52,comp221,0.4364,1
n1c(cc(cc1)Oc1c(nccc1)C)N,6,149.9141,148.62,0,7.5614,18,7.89,comp221,36.7002,0
n1c(cc(cc1)Oc1c(nccc1)C)N,11,146.018,144.53,0,8.1939,19,8.01,comp221,30.0,0
n1c(cc(cc1)Oc1c(nccc1)C)N,12,120.5448,121.9,0,6.9266,20,6.98,comp221,22.5469,0
n1c(cc(cc1)Oc1c(nccc1)C)N,13,128.3038,122.41,0,7.1279,21,6.76,comp221,30.8202,0
c1(ccc2c(c1)c(co2)C)/C=C\1/SC(=O)NC1=O,2,130.7018,128.59,0,6.9781,19,7.18,comp461,13.9933,0
c1(ccc2c(c1)c(co2)C)/C=C\1/SC(=O)NC1=O,3,110.4922,111.78,0,7.1747,20,7.38,comp461,8.8248,0
c1(ccc2c(c1)c(co2)C)/C=C\1/SC(=O)NC1=O,6,124.4272,119.98,0,9.7494,21,7.28,comp461,13.8776,0
c1(ccc2c(c1)c(co2)C)/C=C\1/SC(=O)NC1=O,8,141.2682,141.15,1,7.0747,22,7.28,comp461,0.0,1
n1cccc(c1N)C(F)F,2,150.454,150.39,0,7.9406,11,8.12,comp395,13.4878,0
n1cccc(c1N)C(F)F,3,112.3592,115.02,1,6.4959,12,6.97,comp395,0.0,1
n1cccc(c1N)C(F)F,4,132.4116,134.94,0,7.4587,13,7.5,comp395,14.9155,0
Nc1ncc(nc1)c1ccc(cc1)OC,4,137.8183,138.96,0,8.1326,18,7.92,comp200,32.282,0
Nc1ncc(nc1)c1ccc(cc1)OC,7,128.4887,129.73,1,7.6595,19,8.26,comp200,0.0,1
Nc1ncc(nc1)c1ccc(cc1)OC,9,124.7566,128.93,0,7.4684,20,7.74,comp200,23.4494,0
Nc1ncc(nc1)c1ccc(cc1)OC,10,116.7895,114.95,0,6.8309,21,6.99,comp200,16.558,0
Nc1ncc(nc1)c1ccc(cc1)OC,12,107.4853,111.59,0,6.5803,22,6.8,comp200,17.8512,0
Nc1ncc(nc1)c1ccc(cc1)OC,13,128.0969,129.58,0,8.066,23,7.94,comp200,24.8526,0
c1cnc2c(c1)cc(o2)C,1,117.6512,119.22,0,6.8765,11,7.15,comp462,11.5303,0
c1cnc2c(c1)cc(o2)C,2,142.3762,144.44,0,7.9956,12,8.06,comp462,19.4892,0
c1cnc2c(c1)cc(o2)C,6,126.2668,128.89,0,7.4016,13,7.62,comp462,19.9218,0
c1cnc2c(c1)cc(o2)C,7,101.2821,102.89,1,6.0882,14,6.48,comp462,0.0,1
c1ccc2c(c1/C=C/C(=O)OCC)C(=O)C(=O)N2C,1,117.7951,124.39,1,7.1538,20,7.29,comp532,2.3926,1
c1ccc2c(c1/C=C/C(=O)OCC)C(=O)C(=O)N2C,2,135.9218,136.21,0,7.1919,21,7.52,comp532,14.1145,0
c1ccc2c(c1/C=C/C(=O)OCC)C(=O)C(=O)N2C,3,107.2289,114.64,0,6.4067,22,7.32,comp532,0.0,1
c1ncc(nc1N)Cl,1,125.811,129.51,1,7.436,9,8.22,comp212,0.0,1
c1ncc(nc1N)Cl,3,132.1402,133.02,1,7.5825,10,8.09,comp212,0.4482,1
c1cc(c(o1)C(=O)N(OC)C)C,1,139.739,143.61,1,6.9597,13,7.2,comp479,6.3558,1
c1cc(c(o1)C(=O)N(OC)C)C,2,114.5587,113.25,0,6.1062,14,6.24,comp479,0.0,0
